"label","text","label_text"
1,"Christ Alive! Sarah Palin on Israel and the Rapture: http://tinyurl.com/ybrgouf (via @denyreligion)","political"
1,"Mr Obama, I believe ""The Thinking Corporation"" is A solution to economic and social issues. http://bit.ly/r5ULE","political"
1,"Sarah Palin keeps low profile, claims 'higher power' via Facebook ... http://bit.ly/172QQS","political"
0,"gh Jackman and the Obama Condom Vendor http://bit.ly/3cMjnp","non-political"
1,"Obama To Sell Roadless National Forest Logging... http://bit.ly/p9dwX","political"
1,"RT @LindaDeMerle: India: ""Thousands Rally Against Obama Government"" http://ow.ly/pMqa #HCR #HUMANRIGHTS #PROLIFE","political"
1,"I hope they are as efficient as my DMV! RT @CeceSurfCityUsa: Over 100 New Federal Bureaucracies Created in Pelosi Health Care Bill","political"
1,"Serious quanitites of people will be showing up at the Pelosi event in Denver tomorrow. Join them! Be careful; no inflammatory signs. #RedCO","political"
1,"President Obama will name Howard A. Schmidt, who worked as a cyber security expert at eBay and Microsoft, and serv.. http://htxt.it/l/tsT2xi","political"
1,"smh. RT @Rob2423 Are kidding me are, u telling me that people are actually standing in line to get the BITCH Sarah Palin's dumb ass book.","political"
1,"@WSJWashington RT: Republicans Blame Obama Policies for Job Losses: using todayâ€™s report on further job losses.. http://tinyurl.com/msakvv","political"
1,"TOMORROW I WILL GIVE YOU THE NAMES OF THE FALLEN SOLDIERS SINCE OBAMA WENT TO COPENHAGEN AND IGNORED THE PLEAS FOR HELP!.BLOOD ON HIS HANDS!","political"
1,"Duncan: Opposition of Obama School Speech ""Silly Stuff"" http://bit.ly/ZTNwA (YouTube)","political"
1,"RT @GeminiLuckyLadi #fact obama gonna break allll us black people off with some $$ in due time<<<seriously? obama does not work for the blac","political"
0,"bHay.com Chelsea Clinton sáº¯p lÃªn xe hoa http://bit.ly/rWvc9","non-political"
1,"The Gaggle: Obama: 'Scare Tactics' Are Causing Poll Numbers to Drop http://bit.ly/Wkc7P","political"
1,"RT @sheaterry: Podcast: Griffith & Blue Dogs, Liberals, And President Obama Selling Out American Securityâ€“UPDATED: R.. http://bit.ly/5Eâ€¦","political"
1,"Rede vor der Uno: Obama warnt vor Klimakatastrophe http://bit.ly/pQiei","political"
1,"i bet Obama rigged the nobel peace prize thingy >.>","political"
1,"@Teriszucs I pressured him to step out for Obama, thinking he was the real deal. Docs don't have time to lobby, flat and simple.","political"
1,"Thank you!! RT @BarackObama: ""All Americans should be grateful to both former Pres Clinton and Vice Pres Gore for their extraordinary work.""","political"
1,"STAD UP AND SAY NO TO THIS STUPID OBAMA HEALTH CARE","political"
1,"RT @jackiewalorski: What a deal! Obama's going to provide ALL this with no tax increase!! Incredible...hang on to your wallet.","political"
1,"I was #inhighschool and needed a #job but as you can see #fail http://bit.ly/1EhSKy now I need my #iphone back to call #obama","political"
1,"new blog post--- Rick's anti Obama speech is the top headline on Drudge Report...: I put it on .. http://bit.ly/UZLh9","political"
1,"Obama encourage les jeux vidÃ©o http://bit.ly/7HBZg7","political"
1,"Biden is there with Obama, Gates and Crowley. I guess they wanted to balance the colors out? #p2","political"
1,"RT: @joegrim: William Shatner reads Sarah Palin's farewell speech http://bit.ly/lwv0N","political"
1,"RT @SCJMitchP: RT: @devitor Huâ€™s The Communist: Sarah Palin Knocks 'em Dead At Annual Gridiron Dinner: Sarah Palin.. http://bit.ly/7C34q ...","political"
1,"Teacher jobs salvaged by stimulus package: Since President Barack Obama signed the bill in February, millions o.. http://bit.ly/Hl2YH","political"
1,"@ricksanchezcnn You're right; Obama won't back down from any fight - as long as it's someone else doing the actual combat. #chickenhawks","political"
1,"FBI Says There Is No Palin Investigation http://bit.ly/qnlUn","political"
1,"RT @KenLiv: Ha! RT @Bexxaloon: Obama dithering on declaring Dick Cheney an enemy combatant.","political"
1,"New blog post: Obama Warns of Return of Swine Flu in the Fall http://bit.ly/UpoGF","political"
1,"trur TeknologirÃ¥det er litt vel forelska i Obama...","political"
1,"RT @financialpost: Obama, Harper seek to ease trade tensions http://bit.ly/pEoVe","political"
1,"@whitehouse RTPres.Obama""We call on the Iranian govt.to stop violent & unjust actions against its people"" #Iranelection, #Tehran, #goodnight","political"
1,"Obama: 'I Will End Don't Ask, Don't Tell' http://post.ly/83WV","political"
1,"LATE RT @scribeguy Obama administration declassifies sea ice photos kept secret by the Bush folks: http://tinyurl.com/lgxxma","political"
1,"RT @seanknoxville hicks on O model: instead of asking ppl 2 just phonebank, ask them to ""deliver x votes on e day"" (ownership) #nn09 #obama","political"
1,"White House Stays Mum on Clinton Visit to North Korea http://ow.ly/j32o","political"
1,"RT @richspeer @Crashlndin @johndennis2010 running against #Pelosi,could use ur support, tell ur friends2 follow my campaign& twitter #tcot","political"
0,"d you see this yet? Obama throw rug @celebrityauto @connectiosprep ( http://bit.ly/3nCqZ5 )","non-political"
1,"RT @gwatzlawek: How Obama's Secret Iran Talks Set Stage for a Nuclear Deal. Time http://ow.ly/vbaQ","political"
1,"RT @HowardKurtz All the cablers taking Obama's presser...I thought he'd have to pay tribute to Jackson to get on the air. // Dick move, H.","political"
1,"Watch this video http://metacafe.com/w/3568656/ on Metacafe - Obama Celebrates Winning the Nobel Peace Prize","political"
1,"Yes, we can! And yes, it will be on ENEM...http://migre.me/4XRA O Obama poderÃ¡ estar no #enem","political"
1,"RT @caferozella: WTF?!? 71% of Repubs would vote for Palin as POTUS. Ugly fact. http://bit.ly/cy3Pd | God, help this country.","political"
1,"RT At the time of his passing, lets honor Ted Kennedy for all his service, not just HC. Pres Obama never mentioned HC in his Tribute to him.","political"
1,"Yahoo Top News: Volcker: Obama plans maintain 'too big to fail' (AP) http://ow.ly/15QTL2","political"
1,"@42bkdodgr R U OUT OF YOUR MIND? Obama showing a ""true"" budget? Liars figure, and figures LIE! Obama stinks!","political"
1,"Yahoo Top News: Volcker: Obama plans maintain 'too big to fail' (AP) http://ow.ly/15QTL0","political"
1,"Obama's no fun for political comedians... http://bit.ly/JeRz0","political"
1,"What happened to Sarah Palin's twitter. It went to SarahPalinUSA verified and now is back to AKGovSarahPalin. Hack? CNN reported on new one.","political"
1,"RT @rsmccain #Copenhagen Obama's Massive FAIL http://tinyurl.com/ykx6nyv (Let It Snow!) PLZ Re-Tweet #tcot #tlot","political"
1,"@glennbeck : ""I think Sarah Palin is going to run for president as a third party candidate."" yes dont vote ""R"" VOTE ""Conservative"" thas SP","political"
1,"RT @marcambinder Obama Admin Hearts DOMA (For Now). Do Gays Still Heart Obama? http://tinyurl.com/lg8eh6; Disappointing but not surprising","political"
1,"Defense: Heartbeat of America: Broad Spread of Americans Rejects Obamaâ€™s Decision to Try Terroris.. http://bit.ly/1fOSxw #tcot","political"
1,"obama and 20 leaders of the richest countries are in pitts. for the g-20 summit it crazy!","political"
1,"RT @DRBreaking: Barack Obama kommer til klimatopmÃ¸det i KÃ¸benhavn, skriver Reuters. http://bit.ly/4NamNH","political"
1,"I have a way to stop obama and socialism everyone stop working","political"
1,"RT @owillis: btw, cons are able to watch something like this townhall then insist - w/ straight face -that obama cant speak w/o teleprompter","political"
0,"p! Ahmadinejad, obama and mouammar have just joined us too!! welcome to Lion King dAY Commemorations!!","non-political"
0,"jkramer Biden in the joker face is pretty funny.","non-political"
1,"#yesshesstuckonstupid RT @PunditMom @CraigCheslog @DavidShuster Palin's latest makes her despicable liar.Thoughts? http://ff.im/-6j3Xg","political"
1,".@fleckman Uhm, Monckton said Obama will cede U.S. sovereignty in Copenhagen in December. Reasonable man's opinion? http://bit.ly/3qXH81","political"
1,"Wha...HUH?? RT @AlterNet Limbaugh Calls Palin Memoir ""One of Most Substantive Policy Books I've Read"" http://bit.ly/2OHXsH #fb","political"
1,"@SandraLSwanson So when do I get to start blaming Obama for my personal failures and oversights and laziness? We're still in Bush mode. :)","political"
1,"Fall of the Republic-The Presidency Of Barack H Obama-Part 12: Fall of the Republic-The Presidency Of Barack H .. http://bit.ly/9YqPH","political"
1,"First reading: Obama's Pacific ambitions play well for New Zealand: It warms up the talks that were put on .. http://bit.ly/1ohnWY","political"
1,"If opposing Obama makes me a racist that OK cause I no the truth. Well then I guess my black friends that oppose him r 2? Trying 2 figur out","political"
1,"The IOC said no to Obama. Now it is time for congress and the American people to do the same.","political"
1,"@KatyinIndy At peak? I think Obama's ratings have a long way to go and will be worse than Jimmy Carter's by this time next year.","political"
1,"RT @NeileJones: Sarah Palin at Sams in Fayetteville... First 500 people get wrist band and can get 2 books signed..tune in to KNWA tonight:)","political"
1,"RT @Miagogo: : Is Obama Really Preparing For Civil War? http://bit.ly/5TUCrM #tcot #tlot #sgp | If he was, maybe he should cut the crap","political"
1,"After Obama: The anxiety is about an extremist minority. The recent arrest of a group of young Americans who so.. http://bit.ly/1cQLyL","political"
1,"RT @foxnewspolitics: The Radicalization of Obama's 'Green Czar': Van Jones was arrested in San Francisco in 1992 for... http://bit.ly/NMghu","political"
0,"ally digging this: Wu-Tang album covers done in the style of legendary Blue Note graphic designer Reid Miles: http://bit.ly/L8p2p","non-political"
1,"RT @fjstreeter: The liberals have asked us to give Obama time. Would...25 to lifebe appropriate? http://myloc.me/14F4j","political"
0,"R: Rangers seal Reid loan deal http://bit.ly/1v1sdn","non-political"
1,"Obama's Colorado Heath Care Town Hall is a joke...total joke and an insult to Colorado and the United States.","political"
0,"ama makes fried chicken? http://twitpic.com/d2xej","non-political"
1,"Video: Audience Yells ""Liar"" At Obama During Health Care Speech to Congress! http://bit.ly/gVn8p","political"
1,"RT @barbaran61: RT @TJeuro RT @c21sf Is Obama doing a good job?","political"
1,"RT @Reuters_TopNews Clinton: Israeli settlements not legitimate http://link.reuters.com/peg67f ""ending all settlement activity preferable""","political"
1,"RT @joebernardo: If u hv a gripe abt Obama or WH Tweet it to #whitehouse not #iranelection, we R here 2 support SoG &the good ppl of Iran","political"
1,"Federal Diary: Bargaining rights loom large : President Obama wants to issue an executive order creating panel.. http://bit.ly/3zknc0","political"
1,"Obama get lukewarm welcome from Russian media - http://bit.ly/zjuKv","political"
1,"Downing St: ""stories about a 'snub' are completely without foundation... the PM and Pres Obama are having a number of meetings this week""","political"
1,"Obama calls for new era at U.N.: Sep. 23 - In his first speech to the United Nations General Assembly, President.. http://tinyurl.com/kkpehv","political"
1,"RT @drelady: RT @BravoAndy best chant so far: ""yo, obama, let mama marry mama!"" ...WISH I COULD BE THERE!.. #NEM","political"
1,"Obama appreciates the broad and indelible impact that country music has had on our nation. What a uniter. http://tiny.cc/mqE3a","political"
1,"What's on Clinton's plate in Africa? read AP http://bit.ly/14V8UG #clintonafrica","political"
1,"WSJ covered Obama's decision to go to Copenhagen http://tinyurl.com/yczfer9. Vote at http://tinyurl.com/dbxh22.","political"
1,"I'm going to send funds to Harry Reid's opponent in 2010 and any other Dems Opponent in the Senate for 2010.","political"
1,"@betseyross After giving Obama a ""D"" following his first 100 days, maybe America will give him the boot at the end of his term.","political"
1,"The Public Isn't Buying Obama's Smooth Talk.. http://digg.com/d3zHSy","political"
0,"orn #nsfw Amy Reid under the sun - http://cli.gs/ELh3Z","non-political"
1,"Sarah Palin book signing video bit.ly/84cUWS /via @marshallk Going Rogue book review by @stephenathome http://j.mp/4lHnu9 /cc @SarahPalinUSA","political"
1,"RT @marisum: RT @Persian2English: Arash Hejazi's Letter to Obama in Persian & English #iranelection http://bit.ly/KokNM","political"
1,"Now I know who should make a statue of Obama: http://bit.ly/15AQvU","political"
1,"Bill Clinton can come back and replace Obama. http://sadbastards.wordpress.com #wordpress.com","political"
1,"Aw, man... should I file my Israeli taxes or go rogue, ""Palin style""? http://bit.ly/VU56F #israel #aliyah #olehchadash #igoogledisrael","political"
1,"@Seriou here are some facts about Obama's LIES re: #healthcare and Small Business #OCRA #TCOT #TLOT http://bit.ly/Zdgz8","political"
1,"President Obama's Speech to Students: A Great Opportunity for ...: Whatever your opinion of President Obama,.. http://tinyurl.com/kjluve","political"
1,"Whatâ€™s Obama Leaving Out of His Prescription for America?http://bit.ly/4x0Urb","political"
1,"RT @ppppolls: 62% of voters in Wilson's district disapprove of his actions, although 42% do think Obama was lying: http://tinyurl.com/mfzcrp","political"
1,"@Proudlib RT @todayspolitics:Time to Remove Harry Reid as Senate Majority Leade #politics http://bit.ly/3frXHK// PAST time// I'LL Drink2That","political"
0," @reporter4651: RT @WendyShow OMG. What's President Obama's favorite TV show? Watch to find out! http://bit.ly/kE6JN","non-political"
1,"{memeorandum} More on Palin - I spoke to a few friends in Alaskan Republican politics yesterday. (M.. http://chilp.it/?1183d2","political"
1,"I am glad to see Obama spending more time talking about reeling in the ""charge whatever Insurance and Drug companies""","political"
1,"Think Progress Israeli Likud Party Member: The Obama Administration Is An Enemy Of The Jews' http://ow.ly/165rnH","political"
1,"MacKenzy@#politics->villan obama and michelle actually HURT the chicago effort","political"
0,"king teenager shot on Clinton Avenue - Albany Times Union http://bit.ly/NQpGT - #biking #Trike","non-political"
0,"signers: Take responsibility for your education. Go to class and listen. Don't let failures define you. Thanks #Obama http://bit.ly/4fclvX","non-political"
0,"ngle White females for Surveyor of Interracial Dating website (Park Slope /Clinton Hill): Looking for mature s.. http://bit.ly/Ufgyf","non-political"
1,"It's about time...RT @alleyinsider Obama Wants To Privatize Space Travel http://bit.ly/aPauy","political"
1,"I've been working alongside ACORN my entire career. -- Pres. Obama","political"
1,"RT @Heritage Obama to Spend $10.3 Trillion on Welfare: Uncovering Full Cost of Means-Tested Welfare or Aid to Poor http://tinyurl.com/p3oteg","political"
1,"RT @BostonTweet: Pres. Obama speaking at MIT tomorrow at noon. Expect traffic & T delays/watch live on MIT.edu http://bit.ly/2BOm7P","political"
1,"Twitter News Michelle Obama's Mommy Bloomers | Chicago News on Twitter: What wizened, saggy chin.. http://bit.ly/3uZPwc","political"
0,"inton Portis managed just 42 yards on 12 carries and caught a six-yard pass in the Redskins' Week 3 loss to Detroit.","non-political"
1,"Good column by @JoeNBC about Pres. Obama's attempt to bring the #2016Olympics home and bipartisanship: http://is.gd/3WuI4 #politics","political"
1,"D.Ravitch: â€œObama ed. visionâ€¦is a business plan, designed by people who know 0 about schools and care 0 about evidence -http://bit.ly/17QJui","political"
1,"@CeceSurfCityUsa Might be my computer, but I can't open your link on Reagan/Palin model for leadership. #tcot #spwbt #teamsarah #gop #sgp","political"
1,"Two-Thirds of Obama's Online Fundraising Was Via Email http://ff.im/-7gTOe","political"
1,"Daily Paul Runs Leftist View Of Sarah Palin Quitting Governor Of ...: Daily Paul Runs Leftist View Of Sarah Pali.. http://bit.ly/2XZ6jI","political"
1,"RT @TakingBackUSA RT @VetsOnTheWatch The Obama Prayer: http://bit.ly/1tTulX","political"
1,"RT @LeahRuth Bill Clinton is going to South Korea to free #jaebum from netizens","political"
1,"Obama signsHateCrimeBill ""Because no one in America should ever be afraid to walk down the street holding the hands of the person they love""","political"
1,"With Each New Revelation About The Obama-Driven Frenzy For ""Healthcare Insurance Reform,"" My WHealthcare Idea Looks Better And Better. ...","political"
1,"Obama honors NASCAR in the White House Lawn!! http://bit.ly/Sbbtp","political"
1,"Obama is the Anti-Christ! Again!: It won't surprise you to find out that another religious whacko thinks he know.. http://bit.ly/WE1qg","political"
1,"New InfowarsKC Post: Is Obama a literary fraud? Can of... http://bit.ly/ikOjj","political"
1,"YourCeres.com says: Obama's Corporate Wellness Initiatives Delivered By Professional ... http://bit.ly/sRsdM","political"
1,"RT @lezliec Levi Johnston is gainfully employed posing for Playgirl (it's for the gays!) whilst would-be mommy-in-law Palin is unemployed...","political"
1,"(National News) Obama looks to colleges for future spies http://tinyurl.com/mxvx7u","political"
1,"Hey Everyone, You Can Sign John McCainâ€™s Birthday Card With A Personal Message! http://is.gd/1TKAZ #p2 #tcot #sgp #912 #teaparty #tlot #icon","political"
1,"Dude, you're crazy! RT @OysteinLund @OctavianD Ah, but there R no Liberal politicians in your gov- Obama is center-right conservative #tcot","political"
0," RT @unicornmajik: RT @BluegrassPundit: Very Funny video: Obama And Friends&apos; Holiday Hip Hop: http://bit.ly/7JqwPC #tcot #lol #f..","non-political"
1,"Helpful tool to compare the House and Senate health care proposals. http://bit.ly/6bBzQG /via @nytimes -- that's no way to talk about Obama","political"
1,"Rev. Joseph Lowery and others receive Medal Of Freedom from Pres. Obama in DC today.","political"
0,"atandalex http://twitpic.com/fielm - hey obama is on nats t-shirt look so cool and hot alex should make that kinda of pics","non-political"
1,"Palin bails on crowd who waited hours in rain for her to sign their copies of her book. Is booed by them. http://bit.ly/82Y607","political"
1,"I knew Clinton would get it done. For any faults the man may have, he's a heck of diplomat!","political"
1,"Lord Christopher Monckton: President Obama Poised to Cede US Sovereignty http://www.libertysarmy.com/","political"
1,"RT @alejohidalgo: Aunque el otro no le pare, ChÃ¡vez sigue enamorado de Obama.","political"
1,"I can't believe stores are going out of business when everytime I go in somewhere I spend $100! Obama needs to hire me.","political"
1,"Obama Speaks at the Service for the remembrance of the Sept11,2001,terrorist attacks http://tinyurl.com/l2bhw4 http://tinyurl.com/l2bhw4","political"
1,"Obama has ordered billions of dollars allocated to creating the ""Mark of Beast"" microchip we'll all soon have in America http://is.gd/2RkHb","political"
1,"Obama and Congress - ""DO AS I SAY, not as I do! Or we will KILL YOU SMELLY peasants"" Harry Reid MOB Congress john galt GE Beck","political"
1,"RT @rdickerhoof In the time it takes to read Pelosi's bill, you could have read the Constitution 111 times. #ocra #tcot #tlot #killbill #hcr","political"
1,"A brilliant video message on Pelosi care http://bit.ly/2GWyou view it, think, take action: http://bit.ly/1Ayxcq @toddeherman","political"
1,"RT @jdickerson: Biden wasn't invited to beer summit but showed up b/c he assumed if there was a misunderstanding he must have caused it.","political"
1,"Good news: Obama and IOC to have beer summitt....Bad news: It'll be held in Rio #tcot #obamafail","political"
1,"Really? RT @gallupnews: Hillary Clinton Now More Popular Than Barack Obama: http://bit.ly/15nqxU #HillaryClinton, #Obama","political"
0,"ll Clinton Cialis $1.9 Viagra $1.1 http://ejz.imedsshop.cn","non-political"
0,"akoon To Make Brooches, Jewelry For Michelle Obama? http://tinyurl.com/ykzutjv","non-political"
1,"People ask is Obama the Antichrist but are there lots of Antichrists? http://bit.ly/2nTUqV","political"
1,"Sarah Palin to run with Lou Dobbs in 2012 in The All Quitters Party. http://bit.ly/1P0A5m","political"
1,"What will the 'cap and trade bill' mean for Houston?: President Obama promised sweeping, across-the-board reform.. http://bit.ly/4sUEsl","political"
1,"[CNN_Video] Campbell talks with her panel about the Obama administration's ""Cash for Clunkers"" car re.. http://digg.com/u19weA","political"
0,"omGoulding And Andy Reid, always remember Andy Reid...if he gets in the squad.","non-political"
1,"Are U Kidding Me? Obamaâ€™s Administration Kills Military Fly Over : What about Nascar's flyovers they pray b4? ( http://bit.ly/2oI6AA )","political"
1,"RT @senrick58: will be talking obamacare and Palin on FoxNews 1015 ET","political"
1,"RT @Shoq RT @TeresaKopec: OMG! Alert Andy McCarthy! John McCain isn't wearing a tie on This Week! Clearly Ahmadinejad has gotten to him.","political"
1,"RT @electionsdotfm: White House News: Obama Makes the Case to Small Business http://bit.ly/iCZdN","political"
1,"The Goldberg-O'Reilly Birther theory: It's an evil Obama plot to make conservatives look like wingnuts http://ff.im/5X9No","political"
1,"RT @newsbyrss Obama presses for new tone in US ties with Mexico (AP) http://tinyurl.com/mdcpxl","political"
1,"Ahmadinejad Re-Election Doesn't Deter Obama From Engaging Iran - Bloomberg BBC NewsAhmadinejad Re-Election Doesn&.. http://short.to/fmu9","political"
1,"RT @adoptnegotiator: New Blog Post: BREAKING: Obama meeting with 18 leaders to ""save"" deal http://bit.ly/5zb3qL","political"
1,"YouTube - Open Your EYES!! THE TRUTH about Obama McCain http://bit.ly/2RqnPx \I like this guy's style!","political"
0," @jessweiss1: Obama!!!! Naughty! http://bit.ly/A0EPQ","non-political"
1,"Flawless victory! Kkkk RT @grafhael: Obama wins!!!","political"
1,"http://bit.ly/21t0o9 Thank you very much David Plouffe for setting the Pres Obama record straight","political"
1,"Who the hell shined the spotlight on Sarah Palin again?? Between her and this twilight foolishness, I'm going to be cranky all week!","political"
1,"RT @_nameless: ///.....ok last one for the day. #Ifyou'resleepingonBE[ats]ORIGINAL - then you probably have voted for McCain.","political"
1,"RT @CBSNews: Read the Complete Transcript of Bob Schieffer's Interview with Pres. Obama on 'Face the Nation' http://bit.ly/mqHHG","political"
1,"Want to know where Obama has eaten in the DC Metro area? http://tr.im/qw3Z #obama (via @washingtonpost)","political"
1,"LOL haaaa RT @DJDRAMA Bill Clinton proly got the pole on his plane....They rockin out right now....","political"
1,"RT @ttjemery God Almighty pls liberate the USA from Obama & his gangsters.In Jesus name, Amen//@dmooney9 Maybe God is black//OR a gangster!","political"
1,"I faxed Collins,Snowe,Baucus,Reid and Hagen today & asked that they present an amendment that would include Congress in their HC plan!!","political"
1,"I should do something, but I got distracted by Sarah Palin and Alaska and... Cannibalism. These things go together better than you'd think.","political"
1,"I just took the ""Which President would you be first lady to?"" quiz and got: Obama! Try it: http://bit.ly/169Wak","political"
1,"RT @Noagendawiki: #noagenda new page: No Agenda 120: ""The Clinton Gore Man Hug"" http://bit.ly/13fu0e","political"
0,"d he doesn't even get paid to be funny: RT @QueenofSpain SC GOP'r likens Michelle Obama to escaped gorilla. http://tinyurl.com/kogvbc","non-political"
1,"RT @edobass: BREAKING NEWS!: Obama wants to send military troops to Chile.... #todoporunTrendingTopic","political"
1,"RT @colombiancoffee: Two DeKalb Cnty Officers suspended for allegedly performing bckgrnd chk on Pres Obama http://bit.ly/qwMJI /NOT Racists!","political"
1,"Why Sarah Palin should not leave the ... - Hot Air http://bit.ly/2DlkZr","political"
1,"RT @markos: RT @americablog: FOX's Glenn Beck is on a witch hunt for ""communists"" in the Obama administration: http://bit.ly/sERJL","political"
1,"Obama kept his word, there is change. For all those who wished on his star, be careful for what you wish for.","political"
1,"#politics Obama eyes $313 billion more cuts for healthcare reform http://bit.ly/Me75T","political"
1,"@KatyinIndy How much of the crisis atmosphere surrounding Obama is of his own making? http://tinyurl.com/ya628ts #tcot #gop #hhrs #sgp #tlot","political"
1,"Fox News Poll: 43% Would Vote To Re-Elect President Obama http://bit.ly/44jitZ","political"
1,"Obama wants to cut costs for HC by denying care. But American medical industry is wasteful and deceptive and criminal","political"
1,"Obama pitching health care plan to the insured http://bit.ly/3Df1qc","political"
0," @southern_bella: did obama really call kanye a jackass? (Wondering if he did as well...)","non-political"
1,"RT @RayBeckerman Clinton-era Rule Protecting Forests Upheld http://is.gd/23Krv","political"
1,"Swine Flu Prevention Video, Obama Declares Swine Flu National Emergency Video a must see: http://bit.ly/SUxlJ","political"
1,"Obama the Mortal http://bit.ly/1fvErZ His wax-wings have melted! #obama #nobama #liberty #handsoff #astroturf #townhalls #RS #glennbeck","political"
1,"Jesus. #IworkinNewJersey. | RT @joshtpm: 1/3 of New Jersey conservatives think Obama might be the anti-Christ. http://bit.ly/V7F2K #p2 #tcot","political"
1,"RT @lisaling: proud of this: http://www.oprah.com/media/20090901-tows-hillary-clinton","political"
1,"Putting the Obama Stimulus Toward Green Manufacturing http://bit.ly/aCafI","political"
1,"In Radio Address, Obama Touts Successes of Stimulus Plan - Wall Street Journal: MiamiHerald.comIn Radio Address,.. http://bit.ly/mUYTE","political"
1,"@Cynicor What? ""too liberal"" is a relative statement. I'm to the right then McCain so he is too liberal. I don't like personal name calling.","political"
1,"RT @todayspolitics Obama To Detail His Vision To Remake Health Care #politics http://bit.ly/1oo4Ih","political"
1,"Obama gets Noble Prize. I cannot understand why?? He has just started the end of Iraq war. Just that...","political"
0,"ibsechumanist Obama http://tiny.cc/Pgz2O","non-political"
1,"Looks like Govt 2B creating retirement homes for Tea Partiers, incl. brainwashing: http://tinyurl.com/ktyh9h #tcot #sgp #gop #palin","political"
1,"Barak Obama is a slick talking man, and i love that! thank for health care reform! i love the new generation!","political"
1,"@cspanwj The release of Ling and Lee shouldn't be a political issue. Pres. Clinton should be commended for his lending his support.","political"
1,"Obama's plan will work if a diverse panel is created, one with no beaucrates taking bribes, but honest and good people.","political"
1,"Obama takes message to GOP areas - President Barack Obama travels to the Mountain West on Friday, where he hopes t http://godark.us/tu151474","political"
1,"RT @sarabialb Watching on HBO: By The People, the Election of Barack Obama /I remember fondly & sadly now so many R 4getting that joy","political"
1,"Clinton, Gore, Schwarzenegger prep 4 Energy Summit, Monday. http://bit.ly/aM7GV #solar #renewable #energy #NCES09 #news #ACES #conservation","political"
1,"RT @BikeLeague Response to McCain and Coburn http://ow.ly/jbnl Bicycling IS transportation!","political"
1,"RT @TGIF_HonAdv: So, Hawaii has Jake Shimabukuro and Bette Midler playing for The Queen tonight, and Makana for Obama tomorrow. How cool ...","political"
1,"Ok I am watching that kid-song for Obama...that is straight creepy.","political"
0,"inem Cypher, Gucci Mane Performances Ignite BET Hip-Hop Awards: By Shaheem Reid As big a.. http://bit.ly/42OQVi from_Tweet_to_Heaven","non-political"
0,"tching what not to wear. i wish clinton and stacey would give me five grand.","non-political"
1,"Obama is listening to Code Pink and MoveOn, not Generals http://bit.ly/1R9hg #tcot (via @longhawl) <-- shortened for RT Read article","political"
1,"#news : Obama cancels plans for anti-missile radar in Czech Republic http://bit.ly/1bqsW9","political"
1,"Obama urges bold action to create jobs as economy gains strength http://tinyurl.com/yeotrzj","political"
1,"RT @philosopher1967 Barack Obama's key climate bill hit by $45m PR campaign http://bit.ly/7L4iu","political"
1,"Help David Plouffe Beat Sarah Palin's Book today and help raise money for literacy: http://bit.ly/89REAa #BeatPalin4aDay","political"
1,"I'm hoping Obama tries to educate the American people tonight and doesn't just say why the GOP is wrong.","political"
1,"Health-care reform is now in the hands of the President Obama and Sen. Snowe - Seattle Times http://bit.ly/JS3N5","political"
1,"Imus: Obama 'Jimmy Carter Stupid' Regarding Wall Street and the Economy: According to Don Imus, it's the late-1.. http://bit.ly/5Effut","political"
1,"R @Beaufort_TParty Use HASHTAG #AT for Astro Turf .... PLS RETWEET... Astro Turf Congress 10/12, 1 mth after 9/12, send 2 Pelosi & Reid RT","political"
0,"radyP09 michelle obama (the hot mama) :)","non-political"
1,"RT @WAGNERGIRLE: RT @superlaura: RT @C4P Obama below 50% for the first time in Gallup http://bit.ly/4zMhxq //hard to lie forever!!!","political"
1,"Obama's Daily Kos attacks Palin for believing in God. Her video is worth watching. http://bit.ly/7dpBpI #tcot #Palin","political"
1,"RT @indiancountry: Pelosi shares meeting with tribal leaders- http://www.indiancountrytoday.com/home/content/69375627.html","political"
1,"RT @Bound4LIFE This is right outside Speaker Pelosi's office. http://twitpic.com/bti8m","political"
0,"at Should I Tell Michelle Obama About Design? | Smart #Design by Tom Dair | Fast Company http://ow.ly/imaw","non-political"
1,"RT @ThatGirlCA RT @sherriwilson If Obama cured cancer, the Right would accuse him of putting big pharma out of business.","political"
1,"RT @SaveBEESatHOME: Bush Consultant Mark McKinnon: Obama 'Hasn't Gotten All ...: http://bit.ly/4qkjh","political"
1,"De-baptism's?? - (Political Hotwire) http://bit.ly/fCt9p #tcot #obama","political"
0,"nna go see zombieland tonight but serge is leaving for the weekend. gahhh I need ann arbor friends!@THE_REAL_SHAQ Barack Obama for Hal ...","non-political"
1,"Sailing Against Slavery: Michelle Obamaâ€™s tour of Ghanaâ€™s Cape Coast last month, was a poignant reminder of the .. http://bit.ly/9POj5","political"
1,"rt @newshour Listen to President Obama's remarks today on economic #stimulus efforts in Elkhart, Ind.: [MP3] http://twurl.nl/1mkcye","political"
1,"RT @pomalom Obama disrespects Poland on 70th Anniversary of WWII start - no surpise! http://bit.ly/4x8igj #TCOT #iamthemob","political"
1,"Daniel Hannan is getting tedious. RT @MirrorJames Dan Hannan ""excuses"" anti-Obama racism http://bit.ly/11820B","political"
