"","label","text","label_text"
"693",1,"New: NRA member ""Randy the Welder"" unwittingly helps Obama at Montana townhall (http://peekurl.com/zmridow)","political"
"694",0," @redinbleustate: RT @presjpolk: Does Oprah doodle on her notebooks ""Oprah Hussein Obama?"" | LOL","non-political"
"695",0," @weirdnews: Japanese Chef Rolls out an Obama Sushi Platter http://bit.ly/4omAJ7 < WoW+ #food #creative #mkttwit","non-political"
"696",1,"Direct message!?! Via tweeter??? LOL RT @cnnbrk: Sources confirm Obama sent a direct message to Iranian leader http://bit.ly/1WjSwB","political"
"697",1,"Obama Assassination Poll Rocks Facebook http://bit.ly/1wsI3 -microplaza.com","political"
"698",1,"Obama to Bush: I can do everything you did and make it all 10x worse! #tcot #teaparty","political"
"701",1,"RT @MrBFE: President Obama & Sec. Clinton Speak on Human Rights for Persons with Disabilities http://twurl.nl/3o4xcp","political"
"702",1,": Obama offers Sudan a carrot and a stick (McClatchy Newspapers) http://dragon.hozt.us/?p=3238","political"
"703",1,"I just took the ""Qual o seu nÃ­vel de inglÃªs?"" quiz and got: Dou aulas pro Obama!! Try it âž¤ http://bit.ly/CSYph","political"
"705",1,"RT @bludworth RT @LasVegasSun: Poll: Either GOP challenger could topple Harry Reid http://bit.ly/tgMVL","political"
"706",1,"Obama presta homenagem a cinco dissidentes cubanos http://bit.ly/4lVSo","political"
"707",1,"Reading this; must see- about obama health scare ; http://tinyurl.com/lr93pw","political"
"708",0,"ˆâ–ˆâ–ˆâ–ˆ*NWS*[PIC]Sarah Palin NIPPLE SLIP! -> http://bit.ly/PalinNipSlip <- 14 A-Rod #yankees GI Joe #redsox Blogtv ...","non-political"
"709",1,"is still trying to figure out why Obama got the nobel peace prize","political"
"710",1,"SHIFT happens was on a t-shirt I had years ago but in tribute to Palin I would say SHIFT happens & timely!!!","political"
"711",1,"I just took the ""Qual o seu nÃ­vel de inglÃªs?"" quiz and got: Dou aulas pro Obama!! Try it âž¤ http://bit.ly/lhj1T","political"
"712",1,"RT @Paceset9999: RT @amer_orphan: Health Care Questions Obama Canâ€™t Answer By Herman Cain http://twurl.nl/fh7dg8 #obamacare #tcot","political"
"713",1,"@socialectnepal ...prize last i heard US are still involved in 2 wars n i don't see it ending soon... maybe after obama had ended the war","political"
"715",1,"and nurse practitioners so they aren't drowning in debt when they enter the workforce."" - President Obama, 6/15/2009","political"
"716",1,"1 in 5 Americans with HIV doesn't know. Share this Nat'l HIV Testing Day vid of Pres Obama's test: http://bit.ly/7LZaH RT @mrskutcher:","political"
"718",0,"gg: Leno Told Similar Joke About Palin's Daughter http://tinyurl.com/mp535m","non-political"
"719",1,"@lauraflyme We need to destroy every company that took any Obama money. Sink the entire banking sector!","political"
"720",1,"How well did Obama do? http://survey.constantcontact.com/survey/a07e2kmuz1vfzf05yev/start","political"
"721",1,"RT @1txsage1957 Sarah Palin Thinks You Are Stupid http://tinyurl.com/qff78s //Wait - what? I'm the stupid one??","political"
"722",1,"RT @NajeeT: @Radi0h3ad88 bill clinton is cuz he negotiated the release of those americans from north korea today<<< oh. Good lookin lol","political"
"723",1,"@IdaFlo 0bama last night was better than Clinton's finger wagging @ the world(""I did not have sex...""). He's by far a better liar. #tcot","political"
"725",1,"Explaining Health Care debate 2 my 4yr old using Star Wars. Obama is Vader and my son is an Ewok. And NO...Daddy is not Jar Jar.","political"
"726",1,"IRS halts inquiry into Warroad pastor who endorsed McCain from pulpit http://bit.ly/2yCJ7R Fremont Tax Prep","political"
"727",1,"RT @Kasons4: Free America from liberal occupation. #tcot #ucot #teaparty #palin #iamthemob #glennbeck #orca #gop #sgp","political"
"728",1,"RT @BryTupper:Hlthcare alone wld cost the same as having a baby? Well in the words of Obama ""I don't want my kids punished 4 having a baby""","political"
"729",1,"RT @Mark_Meed: Breaking: Obama Official Linked to Racially Charged Boycott of Glenn Beck - HUMAN EVENTS http://bit.ly/53pKk -Infuriating!","political"
"730",1,"For Public, Obama Didn&#x2019;t Fill in Health Blanks ... http://qrl.cc/ypj6mo","political"
"732",1,"RT @GarySoup: Obama's Shanghai Town Hall replay http://is.gd/4WsrP","political"
"733",1,"Obama to have a beer with Gates and Crowley. Good idea? PS: Obama needs better taste in beer... Budweiser? Really? http://tinyurl.com/kqavjr","political"
"735",1,"Health Care Looms; Congress Goes Fishing: President Obama, Speaker Pelosi and Leader Reid don't agree on eve.. http://bit.ly/3oqCH9","political"
"737",1,"Liberals have to swallow so much information they dislike: like the complete take over by Obama of privacy rights in every aspect of lives.","political"
"738",1,"Biofuel development a burning priority for Obama camp -- chicagotribune.com http://bit.ly/8CzLK","political"
"739",0,"ozenc Albert's beating is fucked up & it would be nice if Chi got the olympics and all, but Obama has much things on his plate.","non-political"
"740",0,"-BBC: Obama hosts race row beer reunion . More #Obama #news - http://tinyurl.com/ltvgvk","non-political"
"741",1,"Obama organizers concerned about Palin's health-care clout: http://bit.ly/32tjQb","political"
"742",1,"Washington Wire: Obama on Bernanke: â€˜Bold Action and Outside-the-Box Thinkingâ€™ http://bit.ly/Yy89J","political"
"743",0,"ama, Giant Lollipops and Unique Selling Propositions: If you've been involved in sales and/or marketing for any l... http://bit.ly/4EKwD5","non-political"
"744",1,"Obama to address prek-6th gr students on 9/8/09 RT @jeffreyeas: @Candice_Jo http://bit.ly/hpTev","political"
"745",1,"Christ Alive! Sarah Palin on Israel and the Rapture: http://tinyurl.com/ybrgouf (via @denyreligion)","political"
"746",1,"Mr Obama, I believe ""The Thinking Corporation"" is A solution to economic and social issues. http://bit.ly/r5ULE","political"
"747",1,"Sarah Palin keeps low profile, claims 'higher power' via Facebook ... http://bit.ly/172QQS","political"
"748",0,"gh Jackman and the Obama Condom Vendor http://bit.ly/3cMjnp","non-political"
"749",1,"Obama To Sell Roadless National Forest Logging... http://bit.ly/p9dwX","political"
"750",1,"RT @LindaDeMerle: India: ""Thousands Rally Against Obama Government"" http://ow.ly/pMqa #HCR #HUMANRIGHTS #PROLIFE","political"
"752",1,"Serious quanitites of people will be showing up at the Pelosi event in Denver tomorrow. Join them! Be careful; no inflammatory signs. #RedCO","political"
"753",1,"President Obama will name Howard A. Schmidt, who worked as a cyber security expert at eBay and Microsoft, and serv.. http://htxt.it/l/tsT2xi","political"
"754",1,"smh. RT @Rob2423 Are kidding me are, u telling me that people are actually standing in line to get the BITCH Sarah Palin's dumb ass book.","political"
"755",1,"@WSJWashington RT: Republicans Blame Obama Policies for Job Losses: using todayâ€™s report on further job losses.. http://tinyurl.com/msakvv","political"
"756",1,"TOMORROW I WILL GIVE YOU THE NAMES OF THE FALLEN SOLDIERS SINCE OBAMA WENT TO COPENHAGEN AND IGNORED THE PLEAS FOR HELP!.BLOOD ON HIS HANDS!","political"
"757",1,"Duncan: Opposition of Obama School Speech ""Silly Stuff"" http://bit.ly/ZTNwA (YouTube)","political"
"758",1,"RT @GeminiLuckyLadi #fact obama gonna break allll us black people off with some $$ in due time<<<seriously? obama does not work for the blac","political"
"759",0,"bHay.com Chelsea Clinton sáº¯p lÃªn xe hoa http://bit.ly/rWvc9","non-political"
"760",1,"The Gaggle: Obama: 'Scare Tactics' Are Causing Poll Numbers to Drop http://bit.ly/Wkc7P","political"
"761",1,"RT @sheaterry: Podcast: Griffith & Blue Dogs, Liberals, And President Obama Selling Out American Securityâ€“UPDATED: R.. http://bit.ly/5Eâ€¦","political"
"762",1,"Rede vor der Uno: Obama warnt vor Klimakatastrophe http://bit.ly/pQiei","political"
"763",1,"i bet Obama rigged the nobel peace prize thingy >.>","political"
"764",1,"@Teriszucs I pressured him to step out for Obama, thinking he was the real deal. Docs don't have time to lobby, flat and simple.","political"
"765",1,"Thank you!! RT @BarackObama: ""All Americans should be grateful to both former Pres Clinton and Vice Pres Gore for their extraordinary work.""","political"
"766",1,"STAD UP AND SAY NO TO THIS STUPID OBAMA HEALTH CARE","political"
"767",1,"RT @jackiewalorski: What a deal! Obama's going to provide ALL this with no tax increase!! Incredible...hang on to your wallet.","political"
"769",1,"new blog post--- Rick's anti Obama speech is the top headline on Drudge Report...: I put it on .. http://bit.ly/UZLh9","political"
"770",1,"Obama encourage les jeux vidÃ©o http://bit.ly/7HBZg7","political"
"771",1,"Biden is there with Obama, Gates and Crowley. I guess they wanted to balance the colors out? #p2","political"
"772",1,"RT: @joegrim: William Shatner reads Sarah Palin's farewell speech http://bit.ly/lwv0N","political"
"773",1,"RT @SCJMitchP: RT: @devitor Huâ€™s The Communist: Sarah Palin Knocks 'em Dead At Annual Gridiron Dinner: Sarah Palin.. http://bit.ly/7C34q ...","political"
"774",1,"Teacher jobs salvaged by stimulus package: Since President Barack Obama signed the bill in February, millions o.. http://bit.ly/Hl2YH","political"
"777",1,"RT @KenLiv: Ha! RT @Bexxaloon: Obama dithering on declaring Dick Cheney an enemy combatant.","political"
"778",1,"New blog post: Obama Warns of Return of Swine Flu in the Fall http://bit.ly/UpoGF","political"
"779",1,"trur TeknologirÃ¥det er litt vel forelska i Obama...","political"
"780",1,"RT @financialpost: Obama, Harper seek to ease trade tensions http://bit.ly/pEoVe","political"
"781",1,"@whitehouse RTPres.Obama""We call on the Iranian govt.to stop violent & unjust actions against its people"" #Iranelection, #Tehran, #goodnight","political"
"782",1,"Obama: 'I Will End Don't Ask, Don't Tell' http://post.ly/83WV","political"
"783",1,"LATE RT @scribeguy Obama administration declassifies sea ice photos kept secret by the Bush folks: http://tinyurl.com/lgxxma","political"
"785",1,"White House Stays Mum on Clinton Visit to North Korea http://ow.ly/j32o","political"
"786",1,"RT @richspeer @Crashlndin @johndennis2010 running against #Pelosi,could use ur support, tell ur friends2 follow my campaign& twitter #tcot","political"
"787",0,"d you see this yet? Obama throw rug @celebrityauto @connectiosprep ( http://bit.ly/3nCqZ5 )","non-political"
"788",1,"RT @gwatzlawek: How Obama's Secret Iran Talks Set Stage for a Nuclear Deal. Time http://ow.ly/vbaQ","political"
"789",1,"RT @HowardKurtz All the cablers taking Obama's presser...I thought he'd have to pay tribute to Jackson to get on the air. // Dick move, H.","political"
"790",1,"Watch this video http://metacafe.com/w/3568656/ on Metacafe - Obama Celebrates Winning the Nobel Peace Prize","political"
"791",1,"Yes, we can! And yes, it will be on ENEM...http://migre.me/4XRA O Obama poderÃ¡ estar no #enem","political"
"793",1,"RT At the time of his passing, lets honor Ted Kennedy for all his service, not just HC. Pres Obama never mentioned HC in his Tribute to him.","political"
"794",1,"Yahoo Top News: Volcker: Obama plans maintain 'too big to fail' (AP) http://ow.ly/15QTL2","political"
"796",1,"Yahoo Top News: Volcker: Obama plans maintain 'too big to fail' (AP) http://ow.ly/15QTL0","political"
"797",1,"Obama's no fun for political comedians... http://bit.ly/JeRz0","political"
"799",1,"RT @rsmccain #Copenhagen Obama's Massive FAIL http://tinyurl.com/ykx6nyv (Let It Snow!) PLZ Re-Tweet #tcot #tlot","political"
"800",1,"@glennbeck : ""I think Sarah Palin is going to run for president as a third party candidate."" yes dont vote ""R"" VOTE ""Conservative"" thas SP","political"
"802",1,"Defense: Heartbeat of America: Broad Spread of Americans Rejects Obamaâ€™s Decision to Try Terroris.. http://bit.ly/1fOSxw #tcot","political"
"803",1,"obama and 20 leaders of the richest countries are in pitts. for the g-20 summit it crazy!","political"
"804",1,"RT @DRBreaking: Barack Obama kommer til klimatopmÃ¸det i KÃ¸benhavn, skriver Reuters. http://bit.ly/4NamNH","political"
"805",1,"I have a way to stop obama and socialism everyone stop working","political"
"807",0,"p! Ahmadinejad, obama and mouammar have just joined us too!! welcome to Lion King dAY Commemorations!!","non-political"
"808",0,"jkramer Biden in the joker face is pretty funny.","non-political"
"809",1,"#yesshesstuckonstupid RT @PunditMom @CraigCheslog @DavidShuster Palin's latest makes her despicable liar.Thoughts? http://ff.im/-6j3Xg","political"
"810",1,".@fleckman Uhm, Monckton said Obama will cede U.S. sovereignty in Copenhagen in December. Reasonable man's opinion? http://bit.ly/3qXH81","political"
"811",1,"Wha...HUH?? RT @AlterNet Limbaugh Calls Palin Memoir ""One of Most Substantive Policy Books I've Read"" http://bit.ly/2OHXsH #fb","political"
"812",1,"@SandraLSwanson So when do I get to start blaming Obama for my personal failures and oversights and laziness? We're still in Bush mode. :)","political"
"813",1,"Fall of the Republic-The Presidency Of Barack H Obama-Part 12: Fall of the Republic-The Presidency Of Barack H .. http://bit.ly/9YqPH","political"
"814",1,"First reading: Obama's Pacific ambitions play well for New Zealand: It warms up the talks that were put on .. http://bit.ly/1ohnWY","political"
"815",1,"If opposing Obama makes me a racist that OK cause I no the truth. Well then I guess my black friends that oppose him r 2? Trying 2 figur out","political"
"816",1,"The IOC said no to Obama. Now it is time for congress and the American people to do the same.","political"
"817",1,"@KatyinIndy At peak? I think Obama's ratings have a long way to go and will be worse than Jimmy Carter's by this time next year.","political"
"818",1,"RT @NeileJones: Sarah Palin at Sams in Fayetteville... First 500 people get wrist band and can get 2 books signed..tune in to KNWA tonight:)","political"
"819",1,"RT @Miagogo: : Is Obama Really Preparing For Civil War? http://bit.ly/5TUCrM #tcot #tlot #sgp | If he was, maybe he should cut the crap","political"
"820",1,"After Obama: The anxiety is about an extremist minority. The recent arrest of a group of young Americans who so.. http://bit.ly/1cQLyL","political"
"821",1,"RT @foxnewspolitics: The Radicalization of Obama's 'Green Czar': Van Jones was arrested in San Francisco in 1992 for... http://bit.ly/NMghu","political"
"822",0,"ally digging this: Wu-Tang album covers done in the style of legendary Blue Note graphic designer Reid Miles: http://bit.ly/L8p2p","non-political"
"825",1,"Obama's Colorado Heath Care Town Hall is a joke...total joke and an insult to Colorado and the United States.","political"
"827",1,"Video: Audience Yells ""Liar"" At Obama During Health Care Speech to Congress! http://bit.ly/gVn8p","political"
"828",1,"RT @barbaran61: RT @TJeuro RT @c21sf Is Obama doing a good job?","political"
"829",1,"RT @Reuters_TopNews Clinton: Israeli settlements not legitimate http://link.reuters.com/peg67f ""ending all settlement activity preferable""","political"
"830",1,"RT @joebernardo: If u hv a gripe abt Obama or WH Tweet it to #whitehouse not #iranelection, we R here 2 support SoG &the good ppl of Iran","political"
"831",1,"Federal Diary: Bargaining rights loom large : President Obama wants to issue an executive order creating panel.. http://bit.ly/3zknc0","political"
"832",1,"Obama get lukewarm welcome from Russian media - http://bit.ly/zjuKv","political"
"833",1,"Downing St: ""stories about a 'snub' are completely without foundation... the PM and Pres Obama are having a number of meetings this week""","political"
"834",1,"Obama calls for new era at U.N.: Sep. 23 - In his first speech to the United Nations General Assembly, President.. http://tinyurl.com/kkpehv","political"
"835",1,"RT @drelady: RT @BravoAndy best chant so far: ""yo, obama, let mama marry mama!"" ...WISH I COULD BE THERE!.. #NEM","political"
"836",1,"Obama appreciates the broad and indelible impact that country music has had on our nation. What a uniter. http://tiny.cc/mqE3a","political"
"837",1,"What's on Clinton's plate in Africa? read AP http://bit.ly/14V8UG #clintonafrica","political"
"838",1,"WSJ covered Obama's decision to go to Copenhagen http://tinyurl.com/yczfer9. Vote at http://tinyurl.com/dbxh22.","political"
"839",1,"I'm going to send funds to Harry Reid's opponent in 2010 and any other Dems Opponent in the Senate for 2010.","political"
"841",1,"The Public Isn't Buying Obama's Smooth Talk.. http://digg.com/d3zHSy","political"
"842",0,"orn #nsfw Amy Reid under the sun - http://cli.gs/ELh3Z","non-political"
"843",1,"Sarah Palin book signing video bit.ly/84cUWS /via @marshallk Going Rogue book review by @stephenathome http://j.mp/4lHnu9 /cc @SarahPalinUSA","political"
"845",1,"Now I know who should make a statue of Obama: http://bit.ly/15AQvU","political"
"847",1,"Aw, man... should I file my Israeli taxes or go rogue, ""Palin style""? http://bit.ly/VU56F #israel #aliyah #olehchadash #igoogledisrael","political"
"848",1,"@Seriou here are some facts about Obama's LIES re: #healthcare and Small Business #OCRA #TCOT #TLOT http://bit.ly/Zdgz8","political"
"849",1,"President Obama's Speech to Students: A Great Opportunity for ...: Whatever your opinion of President Obama,.. http://tinyurl.com/kjluve","political"
"850",1,"Whatâ€™s Obama Leaving Out of His Prescription for America?http://bit.ly/4x0Urb","political"
"851",1,"RT @ppppolls: 62% of voters in Wilson's district disapprove of his actions, although 42% do think Obama was lying: http://tinyurl.com/mfzcrp","political"
"852",1,"@Proudlib RT @todayspolitics:Time to Remove Harry Reid as Senate Majority Leade #politics http://bit.ly/3frXHK// PAST time// I'LL Drink2That","political"
"854",1,"{memeorandum} More on Palin - I spoke to a few friends in Alaskan Republican politics yesterday. (M.. http://chilp.it/?1183d2","political"
"855",1,"I am glad to see Obama spending more time talking about reeling in the ""charge whatever Insurance and Drug companies""","political"
"856",1,"Think Progress Israeli Likud Party Member: The Obama Administration Is An Enemy Of The Jews' http://ow.ly/165rnH","political"
"859",0,"signers: Take responsibility for your education. Go to class and listen. Don't let failures define you. Thanks #Obama http://bit.ly/4fclvX","non-political"
"860",0,"ngle White females for Surveyor of Interracial Dating website (Park Slope /Clinton Hill): Looking for mature s.. http://bit.ly/Ufgyf","non-political"
"861",1,"It's about time...RT @alleyinsider Obama Wants To Privatize Space Travel http://bit.ly/aPauy","political"
"863",1,"RT @Heritage Obama to Spend $10.3 Trillion on Welfare: Uncovering Full Cost of Means-Tested Welfare or Aid to Poor http://tinyurl.com/p3oteg","political"
"865",1,"Twitter News Michelle Obama's Mommy Bloomers | Chicago News on Twitter: What wizened, saggy chin.. http://bit.ly/3uZPwc","political"
"866",0,"inton Portis managed just 42 yards on 12 carries and caught a six-yard pass in the Redskins' Week 3 loss to Detroit.","non-political"
"867",1,"Good column by @JoeNBC about Pres. Obama's attempt to bring the #2016Olympics home and bipartisanship: http://is.gd/3WuI4 #politics","political"
"869",1,"@CeceSurfCityUsa Might be my computer, but I can't open your link on Reagan/Palin model for leadership. #tcot #spwbt #teamsarah #gop #sgp","political"
"870",1,"Two-Thirds of Obama's Online Fundraising Was Via Email http://ff.im/-7gTOe","political"
"871",1,"Daily Paul Runs Leftist View Of Sarah Palin Quitting Governor Of ...: Daily Paul Runs Leftist View Of Sarah Pali.. http://bit.ly/2XZ6jI","political"
"872",1,"RT @TakingBackUSA RT @VetsOnTheWatch The Obama Prayer: http://bit.ly/1tTulX","political"
"873",1,"RT @LeahRuth Bill Clinton is going to South Korea to free #jaebum from netizens","political"
"874",1,"Obama signsHateCrimeBill ""Because no one in America should ever be afraid to walk down the street holding the hands of the person they love""","political"
"875",1,"With Each New Revelation About The Obama-Driven Frenzy For ""Healthcare Insurance Reform,"" My WHealthcare Idea Looks Better And Better. ...","political"
"876",1,"Obama honors NASCAR in the White House Lawn!! http://bit.ly/Sbbtp","political"
"877",1,"Obama is the Anti-Christ! Again!: It won't surprise you to find out that another religious whacko thinks he know.. http://bit.ly/WE1qg","political"
"878",1,"New InfowarsKC Post: Is Obama a literary fraud? Can of... http://bit.ly/ikOjj","political"
"879",1,"YourCeres.com says: Obama's Corporate Wellness Initiatives Delivered By Professional ... http://bit.ly/sRsdM","political"
"881",1,"(National News) Obama looks to colleges for future spies http://tinyurl.com/mxvx7u","political"
"882",1,"Hey Everyone, You Can Sign John McCainâ€™s Birthday Card With A Personal Message! http://is.gd/1TKAZ #p2 #tcot #sgp #912 #teaparty #tlot #icon","political"
"883",1,"Dude, you're crazy! RT @OysteinLund @OctavianD Ah, but there R no Liberal politicians in your gov- Obama is center-right conservative #tcot","political"
"884",0," RT @unicornmajik: RT @BluegrassPundit: Very Funny video: Obama And Friends&apos; Holiday Hip Hop: http://bit.ly/7JqwPC #tcot #lol #f..","non-political"
"885",1,"Helpful tool to compare the House and Senate health care proposals. http://bit.ly/6bBzQG /via @nytimes -- that's no way to talk about Obama","political"
"886",1,"Rev. Joseph Lowery and others receive Medal Of Freedom from Pres. Obama in DC today.","political"
"887",0,"atandalex http://twitpic.com/fielm - hey obama is on nats t-shirt look so cool and hot alex should make that kinda of pics","non-political"
"888",1,"Palin bails on crowd who waited hours in rain for her to sign their copies of her book. Is booed by them. http://bit.ly/82Y607","political"
"889",1,"I knew Clinton would get it done. For any faults the man may have, he's a heck of diplomat!","political"
"890",1,"Lord Christopher Monckton: President Obama Poised to Cede US Sovereignty http://www.libertysarmy.com/","political"
"891",1,"RT @alejohidalgo: Aunque el otro no le pare, ChÃ¡vez sigue enamorado de Obama.","political"
"893",1,"Obama Speaks at the Service for the remembrance of the Sept11,2001,terrorist attacks http://tinyurl.com/l2bhw4 http://tinyurl.com/l2bhw4","political"
"894",1,"Obama has ordered billions of dollars allocated to creating the ""Mark of Beast"" microchip we'll all soon have in America http://is.gd/2RkHb","political"
"896",1,"RT @rdickerhoof In the time it takes to read Pelosi's bill, you could have read the Constitution 111 times. #ocra #tcot #tlot #killbill #hcr","political"
"899",1,"Good news: Obama and IOC to have beer summitt....Bad news: It'll be held in Rio #tcot #obamafail","political"
"900",1,"Really? RT @gallupnews: Hillary Clinton Now More Popular Than Barack Obama: http://bit.ly/15nqxU #HillaryClinton, #Obama","political"
"901",0,"ll Clinton Cialis $1.9 Viagra $1.1 http://ejz.imedsshop.cn","non-political"
"903",1,"People ask is Obama the Antichrist but are there lots of Antichrists? http://bit.ly/2nTUqV","political"
"904",1,"Sarah Palin to run with Lou Dobbs in 2012 in The All Quitters Party. http://bit.ly/1P0A5m","political"
"905",1,"What will the 'cap and trade bill' mean for Houston?: President Obama promised sweeping, across-the-board reform.. http://bit.ly/4sUEsl","political"
"906",1,"[CNN_Video] Campbell talks with her panel about the Obama administration's ""Cash for Clunkers"" car re.. http://digg.com/u19weA","political"
"907",0,"omGoulding And Andy Reid, always remember Andy Reid...if he gets in the squad.","non-political"
"910",1,"RT @Shoq RT @TeresaKopec: OMG! Alert Andy McCarthy! John McCain isn't wearing a tie on This Week! Clearly Ahmadinejad has gotten to him.","political"
"911",1,"RT @electionsdotfm: White House News: Obama Makes the Case to Small Business http://bit.ly/iCZdN","political"
"912",1,"The Goldberg-O'Reilly Birther theory: It's an evil Obama plot to make conservatives look like wingnuts http://ff.im/5X9No","political"
"913",1,"RT @newsbyrss Obama presses for new tone in US ties with Mexico (AP) http://tinyurl.com/mdcpxl","political"
"914",1,"Ahmadinejad Re-Election Doesn't Deter Obama From Engaging Iran - Bloomberg BBC NewsAhmadinejad Re-Election Doesn&.. http://short.to/fmu9","political"
"915",1,"RT @adoptnegotiator: New Blog Post: BREAKING: Obama meeting with 18 leaders to ""save"" deal http://bit.ly/5zb3qL","political"
"916",1,"YouTube - Open Your EYES!! THE TRUTH about Obama McCain http://bit.ly/2RqnPx \I like this guy's style!","political"
"917",0," @jessweiss1: Obama!!!! Naughty! http://bit.ly/A0EPQ","non-political"
"918",1,"Flawless victory! Kkkk RT @grafhael: Obama wins!!!","political"
"919",1,"http://bit.ly/21t0o9 Thank you very much David Plouffe for setting the Pres Obama record straight","political"
"920",1,"Who the hell shined the spotlight on Sarah Palin again?? Between her and this twilight foolishness, I'm going to be cranky all week!","political"
"922",1,"RT @CBSNews: Read the Complete Transcript of Bob Schieffer's Interview with Pres. Obama on 'Face the Nation' http://bit.ly/mqHHG","political"
"923",1,"Want to know where Obama has eaten in the DC Metro area? http://tr.im/qw3Z #obama (via @washingtonpost)","political"
"924",1,"LOL haaaa RT @DJDRAMA Bill Clinton proly got the pole on his plane....They rockin out right now....","political"
"925",1,"RT @ttjemery God Almighty pls liberate the USA from Obama & his gangsters.In Jesus name, Amen//@dmooney9 Maybe God is black//OR a gangster!","political"
"927",1,"I should do something, but I got distracted by Sarah Palin and Alaska and... Cannibalism. These things go together better than you'd think.","political"
"929",1,"RT @Noagendawiki: #noagenda new page: No Agenda 120: ""The Clinton Gore Man Hug"" http://bit.ly/13fu0e","political"
"930",0,"d he doesn't even get paid to be funny: RT @QueenofSpain SC GOP'r likens Michelle Obama to escaped gorilla. http://tinyurl.com/kogvbc","non-political"
"931",1,"RT @edobass: BREAKING NEWS!: Obama wants to send military troops to Chile.... #todoporunTrendingTopic","political"
"932",1,"RT @colombiancoffee: Two DeKalb Cnty Officers suspended for allegedly performing bckgrnd chk on Pres Obama http://bit.ly/qwMJI /NOT Racists!","political"
"933",1,"Why Sarah Palin should not leave the ... - Hot Air http://bit.ly/2DlkZr","political"
"934",1,"RT @markos: RT @americablog: FOX's Glenn Beck is on a witch hunt for ""communists"" in the Obama administration: http://bit.ly/sERJL","political"
"935",1,"Obama kept his word, there is change. For all those who wished on his star, be careful for what you wish for.","political"
"936",1,"#politics Obama eyes $313 billion more cuts for healthcare reform http://bit.ly/Me75T","political"
"938",1,"Fox News Poll: 43% Would Vote To Re-Elect President Obama http://bit.ly/44jitZ","political"
"941",0," @southern_bella: did obama really call kanye a jackass? (Wondering if he did as well...)","non-political"
"943",1,"Swine Flu Prevention Video, Obama Declares Swine Flu National Emergency Video a must see: http://bit.ly/SUxlJ","political"
"944",1,"Obama the Mortal http://bit.ly/1fvErZ His wax-wings have melted! #obama #nobama #liberty #handsoff #astroturf #townhalls #RS #glennbeck","political"
"945",1,"Jesus. #IworkinNewJersey. | RT @joshtpm: 1/3 of New Jersey conservatives think Obama might be the anti-Christ. http://bit.ly/V7F2K #p2 #tcot","political"
"946",1,"RT @lisaling: proud of this: http://www.oprah.com/media/20090901-tows-hillary-clinton","political"
"948",1,"In Radio Address, Obama Touts Successes of Stimulus Plan - Wall Street Journal: MiamiHerald.comIn Radio Address,.. http://bit.ly/mUYTE","political"
"949",1,"@Cynicor What? ""too liberal"" is a relative statement. I'm to the right then McCain so he is too liberal. I don't like personal name calling.","political"
"950",1,"RT @todayspolitics Obama To Detail His Vision To Remake Health Care #politics http://bit.ly/1oo4Ih","political"
"951",1,"Obama gets Noble Prize. I cannot understand why?? He has just started the end of Iraq war. Just that...","political"
"952",0,"ibsechumanist Obama http://tiny.cc/Pgz2O","non-political"
"953",1,"Looks like Govt 2B creating retirement homes for Tea Partiers, incl. brainwashing: http://tinyurl.com/ktyh9h #tcot #sgp #gop #palin","political"
"954",1,"Barak Obama is a slick talking man, and i love that! thank for health care reform! i love the new generation!","political"
"955",1,"@cspanwj The release of Ling and Lee shouldn't be a political issue. Pres. Clinton should be commended for his lending his support.","political"
"956",1,"Obama's plan will work if a diverse panel is created, one with no beaucrates taking bribes, but honest and good people.","political"
"957",1,"Obama takes message to GOP areas - President Barack Obama travels to the Mountain West on Friday, where he hopes t http://godark.us/tu151474","political"
"958",1,"RT @sarabialb Watching on HBO: By The People, the Election of Barack Obama /I remember fondly & sadly now so many R 4getting that joy","political"
"959",1,"Clinton, Gore, Schwarzenegger prep 4 Energy Summit, Monday. http://bit.ly/aM7GV #solar #renewable #energy #NCES09 #news #ACES #conservation","political"
"960",1,"RT @BikeLeague Response to McCain and Coburn http://ow.ly/jbnl Bicycling IS transportation!","political"
"961",1,"RT @TGIF_HonAdv: So, Hawaii has Jake Shimabukuro and Bette Midler playing for The Queen tonight, and Makana for Obama tomorrow. How cool ...","political"
"963",0,"inem Cypher, Gucci Mane Performances Ignite BET Hip-Hop Awards: By Shaheem Reid As big a.. http://bit.ly/42OQVi from_Tweet_to_Heaven","non-political"
"964",0,"tching what not to wear. i wish clinton and stacey would give me five grand.","non-political"
"965",1,"Obama is listening to Code Pink and MoveOn, not Generals http://bit.ly/1R9hg #tcot (via @longhawl) <-- shortened for RT Read article","political"
"967",1,"Obama urges bold action to create jobs as economy gains strength http://tinyurl.com/yeotrzj","political"
"968",1,"RT @philosopher1967 Barack Obama's key climate bill hit by $45m PR campaign http://bit.ly/7L4iu","political"
"969",1,"Help David Plouffe Beat Sarah Palin's Book today and help raise money for literacy: http://bit.ly/89REAa #BeatPalin4aDay","political"
"970",1,"I'm hoping Obama tries to educate the American people tonight and doesn't just say why the GOP is wrong.","political"
"971",1,"Health-care reform is now in the hands of the President Obama and Sen. Snowe - Seattle Times http://bit.ly/JS3N5","political"
